Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
5778,reminded me of the simple silver sprayers we used in the 70's. Seems sturdy and works great for what it was designed for. You control the spray with the squeeze pressure.,0,0,0,0,0,1,0,0,0,1,0,1
5779,Great coverage!  The metal base insures that it won't tip over.,1,0,0,0,0,1,0,0,0,0,0,1
5780,Toilet was easy to install and the flush is seamless,0,0,0,0,0,1,1,0,0,0,0,1
5781,"Purchased 2 for clamping 14 ga flat steel sheet metal to arched surface for welding repair. Read reviews where the clamps broke, so was careful to watch the amount of flex, had no issues. For the price would buy more if needed.",0,0,0,0,0,0,0,0,1,0,0,1
5782,"Love this nozzle! It is durable, doesn't corrode, doesn't leak, and has so many spray options. Highly recommend. I've purchased various different nozzles over the years and absolutely nothing compares.",0,0,0,0,1,0,0,0,0,1,0,1
5783,"Range of water options eg shower, jet, spray did not work.  Only variations on stream.  Also pressure poor.  Not a cannon",0,0,0,0,0,1,0,0,0,0,0,0
5784,This is easy for me to use as I have arthritis in my hands.,0,0,0,0,0,0,0,0,0,0,1,1
5785,Just bought today and it works great! It really does cover a large area!,0,0,0,0,0,1,0,0,0,0,0,1
5786,"Great tool, love the LED that lets you know the fitting is set.",0,0,0,0,1,0,0,0,0,0,0,1
5787,very strong and no misses with the gun and no jambs.,0,0,0,0,0,1,0,0,0,1,0,1
5788,This crimper set is heavy duty and well built. It comes with a case to hold the different size rings as well as the cutters. After using them all weekend on different size pex (even in tight places) I would recommend this set to anyone.,1,0,0,0,0,0,0,0,0,1,0,1
5789,Super long cord to plug in to the garage,0,0,0,1,0,0,0,0,0,0,0,1
5790,I set the crumpets to 0 because they were new and I still could not get it to crimp. I had another technician look at it and we both agree they are too tight for tight places and one handed crimping.,0,0,0,0,0,0,0,0,0,0,1,0
5791,Toilet is fine.  But the cheap plastic seat was aweful.  They had a concave shape so the sharp outer edge was digging in.  And flimsy.  Hated to buy 2 new highly rated Kohlers and have to go back to buy 2 new seats.  Very disappointed.,1,0,1,0,0,0,0,0,0,0,0,0
5792,Broke the first day I used it after about only 30 crimps.,0,0,0,0,0,0,0,0,0,1,0,0
5793,"I was really excited to use this sprinkler. I bought two of them. They worked great the first time I used them. The second time the tab came off both of them. I put the tabs back on, turned them on and neither worked. They would not rotate. Unfortunately, since they both worked the first time, I got rid of the receipt. Now I can't return them. A lot of money for something that doesn't work.",1,0,0,0,0,1,0,0,0,0,0,0
5794,"Standard metal junction box, but the delivery from the vendor took an age to arrive by USPS.",0,1,0,0,0,0,0,0,0,0,0,0
5795,Installed myself no problem. Like  height. My question is which is the smaller flush?,0,0,0,1,0,0,0,0,0,0,0,1
5796,I found it really worksIt gives a nice thin spray which works like a power washer,0,0,0,0,0,1,0,0,0,0,0,1
5797,"The sprinkler was fine for a while, but it stopped working after a few months and I am unable to repair it. It's very poor quality. Cheap plastic",0,0,0,0,0,1,0,1,0,1,0,0
5798,"Very easy to connect to nest app, very easy to install, and great video quality.",0,0,0,0,0,0,1,0,0,1,0,1
5799,Great for small gardens and out door plants and occasionally rinsing the windows and porch. Easy control operation and light weight.,0,0,0,1,0,0,0,0,0,0,1,1
5800,"It's rugged and compact, I love it! I was tired of buying the plastic ones that last one season. The only downside is you don't have 10 spray patterns to choose from, you just tighten for wide or loosen for stream. Works perfectly for me in the lawn and garden.",0,0,0,1,0,1,0,0,0,1,0,1
5801,Nice and thick screen,0,0,0,1,0,0,0,0,0,0,0,1
5802,"Day 2 it stuck, programming became difficult,  i returned it.",0,0,0,0,0,1,0,0,0,0,1,0
5803,It stayed sharp but after the first four cuts it developed a gap at the bottom of the cut channel so it doesn't cut all the way through.,0,0,0,0,0,1,0,0,0,1,0,0
5804,Great deal. Works as well as the higher priced ones. I just ordered another.,0,0,0,0,0,1,0,0,1,0,0,1
5805,"Sprinker works great! Gets the small area perfect. Was disappointed in the sprinkler made of plastic. But, it works great!See more",0,0,0,0,0,1,0,1,0,0,0,0
5806,"Vinyl coated and strong. Should last a long time being vinyl coated, not just fiberglass.",0,0,0,0,0,0,0,1,0,1,0,1
5807,This cushion is comfortable. It fit perfectly on our zero gravity chairs and it was comfortable enough to fall asleep in.,0,0,0,1,0,0,0,0,0,0,1,1
5808,it work very well and i am so happy with it and now i can uesd to wash my deck,0,0,0,0,0,1,0,0,0,0,0,1
5809,"Can't really complain given the price. Not ideal for outdoor use. I needed to leave something clamped until I was able to finish working on it the following weekend and they began to rust. The locking mechanism makes them a little easier to use than my older set of Bessey clamps, but they are not as robust and the slightly narrower bar bends a little when I apply the same amount of pressure with these clamps, whereas there is no bend with my older Bessey set.",0,0,0,0,0,0,0,0,1,1,1,1
5810,"I have two greenhouses and I have grown to really like this wand. It has several water patterns, an adjustable length, and an easy off and on valve on the handle. It beats all that I tried in the past!!See more",0,0,0,0,1,0,0,0,0,0,1,1
5811,Well made nozzle. The only complaint is that it doesn't produce a powerful stream of water.,0,0,0,0,0,1,0,0,0,1,0,0
5812,"This tool was sold to me by a Home Depot plumbing dept. associate for use with ""Apollo1/2 in. Copper Pro Crimp Ring (10-Pack)"" and ""Apollo3/4 in. Copper Pro Crimp Ring (10-Pack)"" crimp rings which were also sold to me by the same associate.  This tool didn't work properly for this type of copper crimp ring.  After attempting to use it on the Apollo crimp rings handed to me by the associate I determined that it is only intended for use on the stainless steel ""crimp sleeves"" and not the copper rings sold to me.  I relied upon the associate to tell me what parts and tools I needed and I didn't even look at the packaging to read the message printed on it saying that the tool was only for stainless crimp sleeves and not the copper crimp rings he gave to me to purchase.  Needless to say, I wasted a number of the copper crimp rings I purchased and also got a bit wet finding this important fact out.  This tool may very well work just fine with the appropriate crimp sleeves but I will never know since I subsequently returned the tool.",0,0,0,0,0,1,0,0,0,0,0,0
5813,Best cameras for the money.  I have many Wyze products and all work without issue.,0,0,0,0,0,0,0,0,1,0,0,1
5814,"The chair cushions are very  nice.  They are just the right color and softness, and easy to keep clean  .  I am very happy with them.",0,0,1,0,0,0,0,0,0,1,0,1
5815,This item works very well and my German shepherd is in love with it. Waters well and keeps my dog busy as she chases the streams and plays in it.Love it!See more,0,0,0,0,0,1,0,0,0,0,0,1
5816,"I have only used these for light duty work, but the seem well made and function as they should. I would buy again",0,0,0,0,0,1,0,0,0,1,0,1
5817,I thought they would be a little thicker cushion but comfortable.,0,0,0,0,0,0,0,0,0,0,1,1
5818,They get the job done and I have no problems with them yet.,0,0,0,0,0,1,0,0,0,0,0,1
5819,"Ordered these without realizing they were from a third party seller. They took over a month to arrive, and one was broken right out of the box.See more",0,1,0,0,0,0,0,0,0,0,0,0
5820,"These clamps are great for small woodworking projects! key word being small though, as they are only 6 inch clamps. I will need to invest in larger clamps for my bigger projects, but these will do for any small work I need to do. Very easy to use with 2 triggers: one to tighten and one to release. So simple, yet it works great!",0,0,0,1,0,1,0,0,0,0,1,1
5821,well designed. clips work well.,0,0,1,0,0,1,0,0,0,0,0,1
5822,Very strong and good price.,0,0,0,0,0,0,0,0,1,1,0,1
5823,The quality of the pex crimper is not very good. The handles bent after a few uses.,1,0,0,0,0,0,0,0,0,1,0,0
5824,These work great. they're easy to use and Quality Construction,0,0,0,0,0,1,0,0,0,1,1,1
5825,"It's very pretty, however, the handle on the side is inconvenient and the ""powerful flush"" is less than powerful.",0,0,1,0,0,1,0,0,0,0,1,1
5826,Easy to use and does the basics. Viewing is slow to move. Camera is hard to pan from phone.,0,0,0,0,0,1,0,0,0,0,1,0
5827,These are excellent high quality chair cushions which is why they cost a little more than what you would pay at a big box store. They are well made & super cushy.,0,0,0,0,0,0,0,0,0,1,0,1
5828,"This item worked out great for me. I didn't want to spend $80 for a whole new sliding door. I added new paint before installing the screen. I recommend watching two or three ""how to"" videos before attempting to do the repair on YouTube. Be very careful when cutting the excess screen out. You don't want to make any mistakes on that part. Be patient. If you know how to follow directions on how to use the tool, you will be fine. Good luck!",0,0,0,0,0,1,0,0,0,0,0,1
5829,"Nicely designed product. Easy set up like other Nest products, it does the job.",0,0,1,0,0,0,1,0,0,0,0,1
5830,"Been using it for over a month. Good coverage, no complaints.",0,0,0,0,0,1,0,0,0,0,0,1
5831,The cushion is very well made and comfortable.,0,0,0,0,0,0,0,0,0,1,1,1
5832,"An acceptable clamp for the cost but the dimensions for this clamp's description is incorrect.Size: 2.7"" inch lengthMax. Jaw Opening: 2"" inch (should correct to 1"" inch)",0,0,0,0,0,0,0,0,0,1,0,0
5833,Brads were good quality and did better than I had expected,0,0,0,0,0,0,0,0,0,1,0,1
5834,They jam the gun. Can't use them.,0,0,0,0,0,1,0,0,0,0,0,0
5835,"Bought 4. Used for one month and returned them all. They wouldn't turn off completely. I didn't bother getting out a screwdriver to see if tightening would help. I don't have that kind of time and for almost $10 each, I shouldn't have to. I've given up on all Expert Gardener products. They are very low quality. I've given that brand more fair chances than I should have.See more",0,0,0,0,0,1,0,0,0,1,0,0
5836,"There need to be better instructions on how to adjust the settings on the sprinkler.  The online, third party, videos are of little help.  That back of the box says next to nothing about fine tuning the width and depth of the spray.  Otherwise, once you figure it out, it is excellent.  So, loss of a star for vague operating instructions.",0,0,0,0,0,0,1,0,0,0,0,0
5837,Best camera option for the price!! I am super impressed with it!!,0,0,0,0,0,0,0,0,1,0,0,1
5838,"This definitely works with the pets, holds-up well to pawing. It is a bit more difficult to install with the spline, but be patient and work slow. I have had it about a month now and it's still holding up.",0,0,0,0,0,1,1,0,0,1,0,1
5839,"I use them to run waters lines so this is just a great piece of equipment every one should have, excellent cut I recommend it",0,0,0,0,0,1,0,0,0,1,0,1
5840,Fits perfectly and it looks nice. Good screen replacement,0,0,1,1,0,0,0,0,0,0,0,1
5841,High quality outlet for the floor.,0,0,0,0,0,0,0,0,0,1,0,1
5842,Not what I originally wanted but Worked way better than anticipated. Very easy to install . Remember to remove box first. Very secure,0,0,0,0,0,1,1,0,0,0,0,1
5843,We bought the most expensive replacement cushions but are happy because they are as comfy as the original ones. I am disappointed that I cannot find all weather covers for my Alan Roth outdoor chairs.,0,0,0,0,0,0,0,0,0,0,1,1
5844,"I purchased these cushions for $29.99 each, which is about 1/3 what it would have cost me at another retailer. I wanted blue but they only had 2 in stock and I needed 4, so I went with red. Glad I did. It really pops. And they are very comfortable. Definitely worth the money.",0,0,0,0,0,0,0,0,1,0,1,1
5845,Good for business! Easy to use! Picks up movement a little too well lol,0,0,0,0,0,1,0,0,0,0,1,1
5846,Solid metal construction will live up to its intended use.,0,0,0,0,0,0,0,0,0,1,0,1
